Bug ID,Source ID / Reference,Source Type,Module,Parent Module,Bug Title,Bug Description,Severity,Priority,Reproduction Status,Live Verification Status,Reminder Feature Status,Likely Files,Likely Functions,Likely Tables,Likely Columns,Related Modules,Duplicate Status,Master Bug ID,Parent Bug Link,Technical Confidence,Evidence ID / Source Row,Evidence Path,Dummy Data Used,Observed Behavior,Expected Behavior,PRD Requirement ID,Jira Key,Jira Status,Root Cause Analysis,Fix Complexity,Fix Owner Role,Recommended Next Action,Reviewer Name,Review Date,Verification Notes,Security Impact,Data Loss Risk,Blocked Journeys,Closure Status
BUG-040,DA-TAB-ROW-40,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #40,Automated/DA stress audit finding #40 in BIMAN (Insurance).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-040,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-040,SVAR-240,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-041,DA-TAB-ROW-41,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #41,Automated/DA stress audit finding #41 in KOSH (Emergency Fund).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-041,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-041,SVAR-241,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-042,DA-TAB-ROW-42,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #42,Automated/DA stress audit finding #42 in SAMPATTI (Assets).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-042,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-042,SVAR-242,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-043,DA-TAB-ROW-43,DA Workbook / QA Stress Test,LAKSHYA (Goals),LAKSHYA (Goals),LAKSHYA (Goals) edge-case form validation / calculation sync issue #43,Automated/DA stress audit finding #43 in LAKSHYA (Goals).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(lakshya (goals))/page.tsx,handleSubmit(),lakshya (goals)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-043,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-LAKSHYA (Goals)-043,SVAR-243,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-044,DA-TAB-ROW-44,DA Workbook / QA Stress Test,TAX,TAX,TAX edge-case form validation / calculation sync issue #44,Automated/DA stress audit finding #44 in TAX.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(tax)/page.tsx,handleSubmit(),tax_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-044,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-TAX-044,SVAR-244,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-045,DA-TAB-ROW-45,DA Workbook / QA Stress Test,FAMILY,FAMILY,FAMILY edge-case form validation / calculation sync issue #45,Automated/DA stress audit finding #45 in FAMILY.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(family)/page.tsx,handleSubmit(),family_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-045,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-FAMILY-045,SVAR-245,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-046,DA-TAB-ROW-46,DA Workbook / QA Stress Test,VAULT (Documents),VAULT (Documents),Reminder notification failure in VAULT (Documents) [Feature Unimplemented Live],Automated/DA stress audit finding #46 in VAULT (Documents).,High (P1),P1,Not Tested - Feature Unavailable,Needs WD Verification,Not Implemented in Current Build,src/app/(vault (documents))/page.tsx,handleSubmit(),vault (documents)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-046,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VAULT (Documents)-046,SVAR-246,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-047,DA-TAB-ROW-47,DA Workbook / QA Stress Test,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION edge-case form validation / calculation sync issue #47,Automated/DA stress audit finding #47 in SYSTEM/GAMIFICATION.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(system/gamification)/page.tsx,handleSubmit(),system/gamification_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-047,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SYSTEM/GAMIFICATION-047,SVAR-247,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-048,DA-TAB-ROW-48,DA Workbook / QA Stress Test,ADMIN,ADMIN,ADMIN edge-case form validation / calculation sync issue #48,Automated/DA stress audit finding #48 in ADMIN.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(admin)/page.tsx,handleSubmit(),admin_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-048,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ADMIN-048,SVAR-248,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-049,DA-TAB-ROW-49,DA Workbook / QA Stress Test,AUTH,AUTH,AUTH edge-case form validation / calculation sync issue #49,Automated/DA stress audit finding #49 in AUTH.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(auth)/page.tsx,handleSubmit(),auth_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-049,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-AUTH-049,SVAR-249,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-050,DA-TAB-ROW-50,DA Workbook / QA Stress Test,ONBOARDING,ONBOARDING,ONBOARDING edge-case form validation / calculation sync issue #50,Automated/DA stress audit finding #50 in ONBOARDING.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(onboarding)/page.tsx,handleSubmit(),onboarding_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-050,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ONBOARDING-050,SVAR-250,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-051,DA-TAB-ROW-51,DA Workbook / QA Stress Test,DASHBOARD,DASHBOARD,DASHBOARD edge-case form validation / calculation sync issue #51,Automated/DA stress audit finding #51 in DASHBOARD.,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(dashboard)/page.tsx,handleSubmit(),dashboard_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-051,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-DASHBOARD-051,SVAR-251,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-052,DA-TAB-ROW-52,DA Workbook / QA Stress Test,KHATE (Bank Hub),KHATE (Bank Hub),KHATE (Bank Hub) edge-case form validation / calculation sync issue #52,Automated/DA stress audit finding #52 in KHATE (Bank Hub).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(khate (bank hub))/page.tsx,handleSubmit(),khate (bank hub)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-052,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KHATE (Bank Hub)-052,SVAR-252,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-053,DA-TAB-ROW-53,DA Workbook / QA Stress Test,NIVESH (Investments),NIVESH (Investments),NIVESH (Investments) edge-case form validation / calculation sync issue #53,Automated/DA stress audit finding #53 in NIVESH (Investments).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(nivesh (investments))/page.tsx,handleSubmit(),nivesh (investments)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-053,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-NIVESH (Investments)-053,SVAR-253,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-054,DA-TAB-ROW-54,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #54,Automated/DA stress audit finding #54 in VYAYA (Expenses).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-054,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-054,SVAR-254,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-055,DA-TAB-ROW-55,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #55,Automated/DA stress audit finding #55 in RINN (Debts).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-055,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-055,SVAR-255,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-056,DA-TAB-ROW-56,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #56,Automated/DA stress audit finding #56 in BIMAN (Insurance).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-056,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-056,SVAR-256,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-057,DA-TAB-ROW-57,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #57,Automated/DA stress audit finding #57 in KOSH (Emergency Fund).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-057,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-057,SVAR-257,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
BUG-058,DA-TAB-ROW-58,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #58,Automated/DA stress audit finding #58 in SAMPATTI (Assets).,High (P1),P1,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-058,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-058,SVAR-258,In Backlog,Missing input sanitization or missing null check,Medium,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,Financial Journey,Open
